'3695396,Phillip Tran,Tue, 13 Apr 2021 14:49:48 +0200,Add API and minor bug fixes,'
 12 files changed, 606 insertions(+), 37 deletions(-)

'a68123c,inf19205,Fri, 9 Apr 2021 14:25:49 +0200,Added settings page | Delete user and update pw,'
 15 files changed, 360 insertions(+), 33 deletions(-)

'330ac99,inf19205,Wed, 7 Apr 2021 01:31:32 +0200,Fixed mobile version,'
 17 files changed, 246 insertions(+), 218 deletions(-)

'e650f8c,inf19205,Tue, 6 Apr 2021 18:42:12 +0200,UI changes and bugfixing,'
 22 files changed, 502 insertions(+), 1089 deletions(-)

'2671669,Phillip Tran,Sun, 4 Apr 2021 01:34:35 +0200,Added Multiplayer,'
 14 files changed, 863 insertions(+), 417 deletions(-)

'2e70368,Phillip Tran,Fri, 2 Apr 2021 02:06:43 +0200,Transfered singleplayer logic to backend + bugfix,'
 21 files changed, 983 insertions(+), 809 deletions(-)

'2cd6da9,inf19205,Wed, 31 Mar 2021 16:31:24 +0200,added play.html and memory logic in frontend,'
 7 files changed, 1333 insertions(+), 68 deletions(-)

'8a45399,Phillip Tran,Tue, 30 Mar 2021 22:48:34 +0200,Changed Lobby-Page. New structure of sockets,'
 18 files changed, 291 insertions(+), 178 deletions(-)

'50bc041,Phillip Tran,Sat, 27 Mar 2021 00:21:49 +0100,Added Socket-Lobbies,'
 7 files changed, 125 insertions(+), 32 deletions(-)

'505cb05,Phillip Tran,Fri, 26 Mar 2021 21:39:13 +0100,Added Lobby-Page,'
 14 files changed, 486 insertions(+), 31 deletions(-)

'895411d,inf19205,Thu, 25 Mar 2021 14:10:33 +0100,Added full page scroll,'
 4 files changed, 918 insertions(+), 539 deletions(-)

'846f2ee,inf19205,Wed, 24 Mar 2021 23:05:26 +0100,Added description to index.html,'
 6 files changed, 347 insertions(+), 249 deletions(-)

'ea36d4c,inf19205,Wed, 24 Mar 2021 21:41:18 +0100,Added Logout. Minor design changes,'
 8 files changed, 449 insertions(+), 311 deletions(-)

'9eda479,inf19205,Wed, 24 Mar 2021 00:34:13 +0100,Added home and user_profile with server request,'
 11 files changed, 508 insertions(+), 120 deletions(-)

'e3819f5,Phillip Tran,Tue, 23 Mar 2021 22:01:18 +0100,Transfered User-Requests to Backend -> Anti-Crosssite Scripting action,'
 7 files changed, 66 insertions(+), 47 deletions(-)

'225d802,inf19205,Tue, 23 Mar 2021 17:54:44 +0100,home.html first draft,'
 6 files changed, 239 insertions(+), 2 deletions(-)

'814439b,Phillip Tran,Tue, 23 Mar 2021 17:15:59 +0100,Added Authentication between Backend and Frontend,'
 3 files changed, 33 insertions(+), 6 deletions(-)

'd020042,inf19205,Tue, 23 Mar 2021 00:27:47 +0100,Changed validation. Minor Bugfix beta_test.html,'
 4 files changed, 86 insertions(+), 118 deletions(-)

'4c34c13,Phillip Tran,Mon, 22 Mar 2021 18:07:23 +0100,Minor Bugfix in index.js,'
 2 files changed, 6 insertions(+), 5 deletions(-)

'02eec39,Phillip Tran,Mon, 22 Mar 2021 17:44:32 +0100,Transfered Validation to Backend,'
 3 files changed, 98 insertions(+), 49 deletions(-)

'467e9c1,Phillip Tran,Mon, 22 Mar 2021 15:05:37 +0100,Changed HTML-Files to non-static,'
 3 files changed, 24 insertions(+), 17 deletions(-)

'cb08a77,Phillip Tran,Mon, 22 Mar 2021 14:25:08 +0100,Update README.md,'
 1 file changed, 84 insertions(+), 1 deletion(-)

'0d3d74d,Phillip Tran,Sun, 21 Mar 2021 23:34:34 +0100,Fixed Footer of beta_test.html,'
 3 files changed, 20 insertions(+), 11 deletions(-)

'70811fc,inf19205,Sun, 21 Mar 2021 23:25:43 +0100,fixed .gitignore,'
 5756 files changed, 899701 deletions(-)

'2051e11,Phillip Tran,Sun, 21 Mar 2021 23:06:48 +0100,Fixed index.html. Added Registration and Login (+ Validation). Added Scoreboard-Backend,'
 849 files changed, 1286 insertions(+), 133739 deletions(-)

'e2edc17,inf19205,Fri, 19 Mar 2021 19:54:57 +0100,new homepage design,'
 6 files changed, 311 insertions(+), 41 deletions(-)

'780b98f,Phillip Tran,Wed, 17 Mar 2021 22:03:46 +0100,Added Memory,'
 5 files changed, 88 insertions(+), 97 deletions(-)

'6967e61,Phillip Tran,Tue, 16 Mar 2021 18:43:55 +0100,Changed Scraper to build-in function,'
 216 files changed, 6 insertions(+), 15359 deletions(-)

'66c8d6a,Phillip Tran,Tue, 16 Mar 2021 16:44:01 +0100,Added meme_scrape.js,'
 5979 files changed, 918949 insertions(+), 1 deletion(-)

'08639c7,Phillip Tran,Sun, 14 Mar 2021 19:31:00 +0100,Initializing,'
 1 file changed, 0 insertions(+), 0 deletions(-)

'bcd6452,Phillip Tran,Sun, 14 Mar 2021 19:17:41 +0100,Delete Test_Scraping directory,'
 819 files changed, 133451 deletions(-)

'b0ab85f,Phillip Tran,Sun, 14 Mar 2021 19:16:59 +0100,Added test-scraping,'
 819 files changed, 133451 insertions(+)

'c4fe540,Phillip Tran,Sun, 14 Mar 2021 19:16:40 +0100,Added test-scraping,'
 820 files changed, 133452 insertions(+), 1 deletion(-)

'b906388,Phillip Tran,Sun, 14 Mar 2021 19:01:37 +0100,Update README.md,'
 1 file changed, 1 insertion(+), 1 deletion(-)

'b076c0b,Phillip Tran,Sun, 14 Mar 2021 19:01:15 +0100,Initial commit,'
 1 file changed, 1 insertion(+)
